seed,maximum observed yield,2,3,4,5
717478,9.71257317430444,8.77203077668717,8.54663580573876,7.85197527015218,7.79152537500527
39116,10.2504519228928,10.1090738023591,9.85932433735086,9.64102964612228,9.59126054430841
100492,10.9976537605035,10.9920413021543,10.3997266217185,10.2616763345097,10.2293920665255
840320,11.0451256130189,10.8194275731987,10.6905943836159,10.6596190424345,10.506924595783
175022,10.6719232106301,10.4881354407733,10.4480332910831,10.3627612416899,9.94915040626822
69914,10.9605941216138,10.6719232106301,10.5008354890821,10.4881354407733,10.4348605189752
634518,10.9430303296221,10.6242975011291,10.2504519228928,10.1077933801541,9.98286777015224
361357,11.0473692569016,10.9976537605035,10.9920413021543,10.3997266217185,10.3534091110491
343970,9.89888168060948,9.88924528138338,9.51682492098932,9.33731412050477,9.33047938026453
964561,11.0451256130189,10.8077481592079,10.6996804698107,10.6054681765191,10.506924595783
959051,10.2864517637548,9.94650261742464,9.68289194658041,9.6227555316454,9.60156396077431
915480,10.7363867284263,10.2504519228928,10.2470222060606,10.0266679187374,9.98650454737939
826331,10.7386485665738,10.4881354407733,10.4348605189752,10.2988253608713,10.1288368030183
833366,10.9430303296221,10.6242975011291,10.5021121755491,10.2504519228928,10.0017136756275
906699,9.60331072360495,9.39339026145083,9.20215195926238,9.00591008083439,8.87208633810609
575883,10.8194275731987,10.8077481592079,10.6996804698107,10.6596190424345,10.6054681765191
434669,10.8448017974364,10.7363867284263,10.3450184812625,10.2470222060606,10.1785897851674
487395,10.8976976681277,10.6522990526914,10.2928113500532,10.2629229358917,10.0812417474654
869104,10.8976976681277,10.3534091110491,10.1507781069153,9.83289289726426,9.43716816379137
449153,11.0473692569016,10.9633545131964,10.6242975011291,10.3816979403088,10.2504519228928
594590,11.0451256130189,10.6522990526914,10.0017136756275,9.9934404786201,9.98730579463875
458907,10.2470222060606,10.1485370146638,10.0510474746798,10.0266679187374,9.98650454737939
870961,10.9430303296221,10.6808590504964,10.2504519228928,10.2470222060606,10.1729607736847
544676,10.4271251427586,10.3816979403088,10.2629229358917,9.88496347327492,9.72843802956804
336797,11.0473692569016,10.2504519228928,10.1871647160527,10.0790197817975,9.98650454737939
587163,10.6242975011291,10.32321264183,10.1507781069153,9.78325368198653,9.74029183943863
574846,10.9430303296221,10.5887765049275,10.4737787982198,10.2504519228928,10.0017136756275
847983,11.0451256130189,10.8255985460364,10.8194275731987,10.8077481592079,10.6905943836159
461668,10.8248522711892,10.6632090097153,10.6522990526914,10.5573750714481,10.5008354890821
148851,11.0451256130189,10.8194275731987,10.6905943836159,10.0790197817975,9.83421798379558
432221,10.9719516877311,10.5850187472382,10.3639764927504,10.2504519228928,10.2470222060606
411163,10.2136576981434,9.96816394368701,9.9354943484352,9.51682492098932,9.21092888159576
67474,10.1507781069153,9.53565318018692,9.23571706146197,8.97355681155548,8.72209173546418
434444,10.9430303296221,10.4737787982198,10.2504519228928,10.2470222060606,10.1528021755548
300044,10.4271251427586,10.0588067378312,9.9354943484352,9.72843802956804,9.51400704505218
154360,10.9976537605035,10.9817855272726,10.107832280357,9.89429969393848,9.82404580103211
205541,10.6522990526914,10.0790197817975,10.0723080281262,10.0017136756275,9.92489733365482
149354,11.0451256130189,10.8194275731987,10.32321264183,9.83421798379558,9.74650828339644
325128,10.9817855272726,10.455060237632,10.32321264183,10.1507781069153,10.107832280357
221248,11.0451256130189,10.8255985460364,10.8194275731987,10.8077481592079,10.5109783829118
727373,10.6996804698107,10.6054681765191,10.506924595783,10.3450184812625,10.1785897851674
964142,10.9976537605035,10.9920413021543,10.6621458303872,10.6216107261915,10.3997266217185
692983,10.8976976681277,10.8248522711892,10.6632090097153,10.6522990526914,10.6242975011291
982946,11.0451256130189,10.8194275731987,10.001126141754,9.85725384310272,9.81918250611607
791716,10.9430303296221,10.6933580246131,10.5887765049275,10.3146013915155,10.2504519228928
973438,11.0473692569016,10.9976537605035,10.541274500902,10.3816979403088,10.0017136756275
760494,11.0451256130189,10.8194275731987,10.8077481592079,10.7458369792807,10.6596190424345
527794,10.5191608095998,10.0790197817975,10.0267112681017,9.51400704505218,9.25922811747421
856156,10.9920413021543,10.3534091110491,9.71617430227248,9.71257317430444,9.51286264165078
217732,10.6719232106301,10.4881354407733,10.4504930012498,10.4480332910831,10.4348605189752
